title,author,condition,price
Treasures of the Earth,by Cyril Hall,Rare Books,£6.39
The Letters of David Garrick Volume III: Letters 816-1362,"by David M. Little George M Kahrl, Phoebe deK. Wilson",Rare Books,£11.09
Joe Weller Explores: Haunted Hotel,by Joe Weller,Rare Books,£9.59
Chums Annual 1936-7,by Various,Rare Books,£11.19
The Jewish Home,by Rabbi Dr. Ignaz Maybaum,Rare Books,£7.09
Everyman's England,by Victor Canning,Rare Books,£14.49
The Last Discourses Of Our Lord: Arranged As Readings For The Forty Days Of Lent,by Alfred G Mortimer,Rare Books,£17.19
Inspecting the Island,by Hylda Sims,Rare Books,£4.49
The Travelling Menace,by John Fullick,Rare Books,£4.49
Scrip's and Scraps,by W R Lethaby,Rare Books,£18.69
Wonder Winter,by Robert Neill,Rare Books,£20.09
Practical Kinetography Laban,by Valerie Preston-Dunlop,Rare Books,£13.89
The Royal Air Force,by Captain A. O. Pollard,Rare Books,£8.59
Shout for Joy,by David Head,Rare Books,£6.39
Trails & Tribes in Southern Africa,by Peter Becker,Rare Books,£21.39
Punkelchen als Perlentaucher,by Dick Laan,Rare Books,£17.89
Bird Life and Bird Lore,by R. Bosworth Smith,Rare Books,£7.79
Teach Yourself Sailing,by C Tyrrell Lewis,Rare Books,£5.99
"French North Africa, The Maghrib Between Two World Wars",by Jacques Berque,Rare Books,£8.29
"English Poetry, 1550-1660",by Fred Inglis (Ed.),Rare Books,£11.19
Satyricon,by Paul Gillette (Trans.),Rare Books,£9.89
Investitionslenkung: Ergebnisse einer Diskussionen Zwischen Jungen Unternehmern und Sozialdemokraten zum Problem von Markt und Lenkung,by Herausgegeben von Wolfgang Roth (Ed.),Rare Books,£4.99
Wonders of Antiquity,by L.Cottrell,Rare Books,£4.99
101 Ways to Make the Most of Your Garden,by Michael Beeston,Rare Books,£4.29
Modern Russian Poetry,by Jack Lindsay (Trans.),Rare Books,£5.69
The Cradle And Home Of The Hosiery Trade 1640-1940,by Arthur J. Pickering,Rare Books,£19.49
The World's Love Poetry,by Various,Rare Books,£4.79
The Collected Works of Mrs. Peter Willoughby,by Mary Elizabeth Plummer,Rare Books,£9.99
Laird's Luck and Other Fireside Tales,by A.Quiller-Couch,Rare Books,£9.39
Four Minute Essays - Vol.X,by Dr. Frank Crane,Rare Books,£9.69
A Pocketful Of Ribaldry,by Alec Brown (ed.),Rare Books,£6.09
Chemistry To-Day,by Arnold Allcott,Rare Books,£6.59
Heroes Of The Cross,by None stated,Rare Books,£5.49
The History of the Synoptic Tradition,by Rudolf Bultmann John Marsh (Trans.),Rare Books,£22.79
Iphigenia - Phaedra - Athaliah,by Jean Racine,Rare Books,£5.59
Major Thompson And I,by Pierre Daninos,Rare Books,£4.49
Down Rosemary Lane,by William J. May,Rare Books,£5.89
You And Your Brain,by Judith Groch,Rare Books,£4.49
Away From Home,by Rona Jaffe,Rare Books,£6.29
Thomas Beecham: An Independent Biography,by Charles Reid,Rare Books,£7.79
History Of The Thirteen,by Balzac,Rare Books,£6.49
Supernatural Healing Today,by Trevor Dearing,Rare Books,£5.59
"Behind Mud Walls, 1930-1960",by W.H.Wiser,Rare Books,£5.79
Palaces Of The People,by Arthur White,Rare Books,£6.49
World War II In Photographs,by John Pimlott,Rare Books,£7.79
View North: Long Look At Northern England,by Frederick Alderson,Rare Books,£6.09
Judaism: Religion and Ethics,by Meyer Waxman,Rare Books,£7.79
Jesus and the Adman,by Rhidian Brook,Rare Books,£6.49
Titled Trains of Great Britain,by Cecil J. Allen,Rare Books,£4.99
The Road From Aston Cross. An Industrial History,by Louise Wright,Rare Books,£7.19
Eastleigh's Yesterdays,by Arthur Drewitt,Rare Books,£16.69
The Complaisant Lover,by Graham Greene,Rare Books,£7.19
Yorkshire Revealed,by G. Douglas Bolton,Rare Books,£6.09
Le Demon de Midi - Tome 1,by Bourget Paul,Rare Books,£8.59
The XVth Mile Stage,by Harold Mair,Rare Books,£6.29
Income Redistribution and Social Policy,by A.T.Peacock,Rare Books,£7.79
Good Wives,by Louisa M. Alcott,Rare Books,£5.99
Teaching Science to the Ordinary Pupil,by K. Laybourn & C. H. Bailey,Rare Books,£6.89
Afterglow,by Kathleen Lee,Rare Books,£5.49
A Charm of Names,by Ivor Brown,Rare Books,£6.39
Sooty's Adventures in Mystery Mansion,by Unstated,Rare Books,£5.99
The Posthumous Papers of the Pickwick Club,by Charles Dickens,Rare Books,£6.79
The Medieval Myths,by Norma Lorre Goodrich,Rare Books,£17.89
The Hat Shop,by Pamela Rogers,Rare Books,£5.89
Secret of The Waving Bamboos,by Arthur Waterhouse,Rare Books,£7.79
In His Footsteps,by Theodora Wilson Wilson,Rare Books,£5.89
The Happy End,by Joseph Hergesheimer,Rare Books,£6.89
Ned's Victory,by Alice Briggs,Rare Books,£7.19
The Place Of The Lion,by Charles Williams,Rare Books,£13.79
The Christmas Caravan,by Lucy W.Bellhouse,Rare Books,£20.99
Fighter For The Right: The Story Of Trevor Huddleston (Stories Of Faith And Fame),by Pat Barton,Rare Books,£9.39
Assisi and Umbria Revisited,by Edward Hutton,Rare Books,£11.99
Doctor In Revolt,by Dr Geza,Rare Books,£12.49
Gaieties & Gravities - The Autobiography of a Comedian,by George Graves,Rare Books,£17.69
Good-bye Mr. Chips,by James Hilton,Rare Books,£22.99
The First Mrs. Fraser,by St John Ervine,Rare Books,£9.39
How to Identify Old Prints,by F. L. Wilder,Rare Books,£9.99
"Karl Rahner: His Life, Thought And Works",by Herbert Vorgrimler,Rare Books,£16.09
Nederlandsche Binnenschepen,by G. C. E. Crone,Rare Books,£25.99
"A Seventeenth Century Doctor And His Patients: John Symcotts, 1592?-1662 (Publications Of The Bedfordshire Historical Record Society)",by F. N. L Poynter,Rare Books,£38.49
The Life and Opinions of Tristram Shandy Gentleman,by Laurence Sterne,Rare Books,£17.29
At Bay,by George Greenfield,Rare Books,£11.99
The Law of Landlord and Tenant,by R.Borregaard,Rare Books,£6.39
Fathers of Mankind (Blackie's Scripture Book),by Theodora Wilson-Wilson,Rare Books,£11.69
A History Of The Monte Carlo Rally,by Michael Frostick,Rare Books,£17.29
No Vision Here: Non-Military Warfare In Britain,by Geoffrey Stewart-Smith,Rare Books,£11.39
Green Grass of Wyoming,by Mary O'Hara,Rare Books,£12.59
Famous American Generals,by Robert H.Shoemaker,Rare Books,£85.99
The Small Woman,by Alan Burgess,Rare Books,£9.99
500-c.c. Racing,by Gregor Grant,Rare Books,£13.99
The Water Babies,by Charles Kingsley,Rare Books,£11.99
"A Description with Plates of the Timekeeper Invented By the Late Thomas Mudge to Which is Prefixed a Narrative by Thomas Mudge, His Son (1799)",by Thomas Mudge,Rare Books,£110.99
Catalogue and Price List of Kodak Professional Photographic Apparatus and Materials 1940,by Kodak Limited,Rare Books,£32.39
London Immortals,by Theodora Benson,Rare Books,£12.69
Essays Old and New,by H. Barnes (ed.),Rare Books,£16.29
Not This Bear,by Bernice Myers,Rare Books,£13.19
King Rat,by James Clavell,Rare Books,£6.99
Island Farm,by Frank Fraser Darling,Rare Books,£11.99
"The Master Dictionary Of Food And Cookery, And Menu Translator",by Henry Smith,Rare Books,£12.79
The Wonder Book Of Tell Me Why?,by Harry Golding,Rare Books,£15.39
Songs of Innocence & of Experience,by William Blake,Rare Books,£19.69
Mountaineering In Scotland,by W.H. Murray,Rare Books,£17.99
"Selection of Greek Lyric, Elegaic and Iambic Poetry (Classics)",by David A. Campbell,Rare Books,£29.99
The Book of Common Prayer,by Various,Rare Books,£15.09
Hymns Ancient and Modern For Use in the Services of the Church,by Various,Rare Books,£15.99
The Green Helmet,by Jon Cleary,Rare Books,£30.99
Birds' Eggs And Nests: A Simple Guide To Identify The Nests Of Common British Birds,by S. N. Sedgwick,Rare Books,£9.39
"Law of Freedom in a Platform, or True Magistracy Restored",by Gerrard Winstanley,Rare Books,£21.19
The Little Lame Prince and His Travelling Cloak,by D. M. Craik,Rare Books,£20.99
Treasure in Devon,by Eric Leyland,Rare Books,£9.99
The Petrov Story,by Michael Bialoguski,Rare Books,£9.99
"The Bookbinding Trades Journal: Volume 1, 1910 Consisting of 24 Parts Bound Up Together",by Wm Mellor Ed.,Rare Books,£98.49
Portrait of the Artist as a Young Dog.,by Dylan Thomas,Rare Books,£9.99
My Autobiography: Charles Chaplin,by Charles Chaplin,Rare Books,£12.89
Seven Brothers,by Aleksis Kivi,Rare Books,£37.69
Strong Poison,by Dorothy L. Sayers,Rare Books,£11.99
Floodtide,by Frank Yerby,Rare Books,£11.99
Advanced Vector Analysis,by C.E. Weatherburn,Rare Books,£12.29
Garden Plants in Color Volume 1 Trees Shrubs Vines,by Henry T Skinner (Ed.),Rare Books,£20.99
Rambling and Lightweight Camping,by E.L. Roberts,Rare Books,£9.39
"Miss Flora McFlimsey, Queen of the May",by Mariana,Rare Books,£24.99
Every Man's Story of the Oxford Movement,by T. Dilworth-Harrison,Rare Books,£7.79
"Bridge Conventions, Finesses and Coups",by Terence Reese,Rare Books,£20.79
Every Child's Book of Painting,by G. Cameron Foley,Rare Books,£12.39
The Bedford Incident,by Mark Rascovich,Rare Books,£16.89
Historical Links,by Mary Phillips,Rare Books,£20.99
Strategy and Place,by Martha A. O'Mara,Rare Books,£15.39
Coin Collecting For Amateurs,by Peter Alan Rayner,Rare Books,£9.39
Jumped By Convicts: a Tale of Plantation Life in British Guiana,by Joy Merivale,Rare Books,£11.99
Plan For Democratic Britain,by G. D. H. Cole,Rare Books,£9.99
Lucan: The Civil War Books I - X (Pharsalia),by J.D Duff,Rare Books,£11.99
Bellman: The Story of a Beagle,by K. F. Barker,Rare Books,£16.09
A History of Beddington,by The Rev. Thomas Bentham,Rare Books,£16.39
The Observer's Book of Old English Churches,by Lawrence E. Jones,Rare Books,£9.99
Experimental Researches in Electricity,by Michael Faraday,Rare Books,£17.99
The Observer's Book of Birds,by S. Vere Benson,Rare Books,£9.99
The Observer's Book of Birds,by S.Vere Benson,Rare Books,£9.99
A Book about Boys,by T. S. Arthur,Rare Books,£11.39
The Stolen Aircraft Carrier,by Douglas V.Duff,Rare Books,£9.39
Edith and Her Ayah and Other Stories,by A. L. O. E.,Rare Books,£17.39
The Good Egg. 200 Recipes For Leftover Egg Whites Or Egg Yolks,by Loretta White,Rare Books,£20.99
Hunting The Bismarck,by C.S.Forester,Rare Books,£7.39
The Good Duchess: Joan Of France (1464-1505),by Ann M C Forster,Rare Books,£9.99
Cloak Without Dagger,by Sir Percy Sillitoe,Rare Books,£27.99
How to Identify English Drinking Glasses and Decanters 1680-1830,by Douglas Ash,Rare Books,£20.99
The Old Man's Boy Grows Older,by Robert Ruark,Rare Books,£14.39
Beaky the Greedy Duck,by Noel Barr,Rare Books,£11.39
The Last Grain Race,by Eric Newby,Rare Books,£9.99
The Works of Robert Burns Vol. IV,by Robert Burns,Rare Books,£28.99
Quintus Curtius In Two Volumes - Volume II: Books VI-X,by John C. Rolfe,Rare Books,£16.69
Daughters of Cain,by Renee Huggett and Paul Berry,Rare Books,£17.69
The Crowthers of Bankdam,by Thomas Armstrong,Rare Books,£11.99
A Bell For Adano,by John Hersey,Rare Books,£9.99
Chronicles of the Canongate,by Sir Walter Scott,Rare Books,£9.99
Things To Live For,by J. R. Miller,Rare Books,£14.79
Have Faith In Massachusetts,by Calvin Coolidge,Rare Books,£30.49
Intellectual Origins of the English Revolution,by Christopher Hill,Rare Books,£9.59
England Under The Tudors,by G. R. Elton,Rare Books,£25.99
The Art Of Coarse Rugby Or Any Number Can Play,by Michael Green John Jensen (Illus.),Rare Books,£9.39
The Saxon and Norman Kings,by Christopher Brooke,Rare Books,£6.39
"Hotel Organization, Management and Accountancy",by G De Boni and F F Sharles,Rare Books,£16.99
Moby Dick,by Hermann Melville,Rare Books,£9.99
"Franz Stampfl on Running: Sprint, Middle Distance and Distance Events",by Franz Stampfl,Rare Books,£25.29
A Book of Dolphins,by Antony Alpers,Rare Books,£11.39
Rafe Granite,by Bill Naughton,Rare Books,£16.99
Dare to be Free,by W. B. Thomas,Rare Books,£11.99
The Spring Of The Year And Other Nature Essays,by Richard Jefferies,Rare Books,£9.99
The First and Second Prayer Books of Edward VI,by E C S Gibson (intro),Rare Books,£11.99
The Observer's Book of Trees,by Herbert L. Edlin,Rare Books,£9.99
Essays Of To-day: An Anthology,by F. H. Pritchard (ed.),Rare Books,£9.99
The Memoirs of Jacques Casanova De Seingalt Vol. I,by Jacques Casanova De Seingalt,Rare Books,£11.99
A School Geometry Part V.,by H. S. Hall and F. H. Stevens,Rare Books,£9.99
The Rebecca Riots. A Study in Agrarian Dissent,by David Williams,Rare Books,£9.99
The Land Of The Hills And The Glen,by Gordon Seton,Rare Books,£11.99
A History Of The English-speaking Peoples; Volume I The Birth Of Britain,by Winston S.Churchill,Rare Books,£9.99
Black Sheep,by Georgette Heyer,Rare Books,£9.99
Cautionary Tales and Other Verses,by Hilaire Belloc,Rare Books,£11.99
Cheri,by Colette Roger Senhouse (trans.),Rare Books,£22.09
Travels Amongst The Great Andes of the Equator,by Edward Whymper,Rare Books,£11.99
Silver Chief: Dog of the North,by Jack O'Brien,Rare Books,£9.99
The Heart of Mendip,by F. A. Knight,Rare Books,£38.99
The Fourth Book Of Curries,by Harvey Day,Rare Books,£12.99
Thomas More,by R.W.Chambers,Rare Books,£11.99
The Cruise Of The Clipper: A Story Of The Norfolk Broads.,by Morgan Derham,Rare Books,£28.99
The Uncharted Ocean,by Margaret Malcolm,Rare Books,£18.99
Dearly Beloved; A Theme and Variations,by Anne Morrow Lindbergh,Rare Books,£22.89
Rupert and the Magic Hat (Rupert Little Bear Library No. 15),by Mary Tourtel,Rare Books,£9.39
"Royal Spectre, A Historical Adventure",by John Fitzgay,Rare Books,£9.99
"Wise, Wanton, Womanly: A Verse Anthology About Woman.",by John Bishop,Rare Books,£13.99
In Search of Faith,by Maurice Elliott,Rare Books,£25.29
Holland To-day,by Cicely Hamilton,Rare Books,£17.69
"Nature Rambles, An Introduction to Country-Lore. Summer to Autumn",by Edward Step,Rare Books,£11.99
Silas Marner,by George Eliot,Rare Books,£11.99
Inside Africa,by John Gunther,Rare Books,£17.99
Fireworks at Farthingale,by Mary Gervaise,Rare Books,£18.99
Droodles,by Roger Price,Rare Books,£20.99
The Keys Of Power,by J. Abbott,Rare Books,£40.99
Mechanism and the Kinematics of Machines,by W. Steeds,Rare Books,£23.19
The Adopted Child,by Mary Ellison,Rare Books,£16.99
For the Good of the Cause,by Alexander Solzhenitsyn,Rare Books,£6.39
Splendour From The Land,by W. Phillip Keller,Rare Books,£25.99
The Sons of the Sheik,by E. M. Hull,Rare Books,£16.99
Good Wives,by Louisa M. Alcott,Rare Books,£11.99
A Zoo in my Luggage,by Gerald Durrell,Rare Books,£11.99
The Land,by V.Sackville-West,Rare Books,£9.39
The Second Epistle Of Paul To The Corinthians,by R. V. G.Tasker,Rare Books,£14.29
"Weep Not, Child",by James Ngugi,Rare Books,£6.39
General Regulations Established By the Supreme Grand Chapter for the Government of the Order of the Royal Arch Masons of England,by Freemasons,Rare Books,£11.39
A Lessening.,by George Miller,Rare Books,£30.99
The Schoolgirl Princess,by Arthur Wyatt,Rare Books,£9.99
Birds Ashore and A-Foreshore,by Patrick R.Chalmers,Rare Books,£20.99
"Leaders and Landmarks in European History from Early to Modern Times, Vol. III of IV",by A. R. Hope Moncrieff,Rare Books,£21.59
Mr White The Red Barn Hell And Bridewater,by Booth Tarkington,Rare Books,£12.49
The Spenders,by Steuart Henderson Britt,Rare Books,£17.79
The Queen's Present,by Steve Antony,Rare Books,£9.89
Soviet Transport Aircraft Since 1945,by John Stroud,Rare Books,£33.49
Pray for the Wanderer,by Kate O'Brien,Rare Books,£20.99
True to Type,by Denys Parsons,Rare Books,£5.69
Somerset,by Maxwell Fraser,Rare Books,£9.09
Two Week Wait,by Sarah Rayner,Rare Books,£6.59
Swallows And Amazons,by Arthur Ransome,Rare Books,£7.49
"Angell, Pearl and Little God",by Winston Graham,Rare Books,£7.79
Farmers' Clean Milk Book,by Charles Edward North,Rare Books,£10.89
Rubaiyat of Omar Khayyam,"by Omar Khayyam, Edward Fitzgerald",Rare Books,£7.79
Natural Causes,by Henry Cecil,Rare Books,£10.49
"Irish Transatlantics, 1980-2015",by de B O'Carroll,Rare Books,£9.39
Peal of Ordnance,by John Lodwick,Rare Books,£8.39
Christians in an Industrial Society,by Richard Taylor,Rare Books,£11.39
"Pastor William Wright, Some Memories and Memorials",by A.D. Gillies (ed.),Rare Books,£18.09
"Corrosion, Causes and Prevention",by Frank N. Speller,Rare Books,£9.19
Humorous Verses,by Henry Lawson,Rare Books,£9.19
The Devil's Disciples,by Susanna Gregory,Rare Books,£17.89
Forgotten Ports of England,by George Goldsmith Carter,Rare Books,£9.89
Because of Brett: A View of Grief Without Pigeonholes,by Sarah Woodier,Rare Books,£6.89
"A Hundred Years of Revolution, 1848 and After",by George Woodcock (Editor),Rare Books,£8.09
Biggles Flies to Work - Some Unusual Cases of Biggles and His Air Police,by Capt. W.E. Johns,Rare Books,£7.79
The Giants Look Down,by Sonja Price,Rare Books,£4.79
The Navy Strikes,by B. Webster Smith,Rare Books,£8.49
"John Stuart Mill: Vol. 25 Autobiography, Essay On Liberty, Characteristics, Inaugural Address, Essay On Scott",by Charles W. Eliot (Ed.),Rare Books,£7.89
Mr.Perkins of Portland,by Ellis Parker Butler,Rare Books,£17.79
Mansfield Park,by Jane Austen,Rare Books,£6.29
Mother Wareing,by Mary Higgs,Rare Books,£11.99
Through The Looking-Glass,by Lewis Carroll,Rare Books,£6.99
The Aunt of England,by Cosmo Hamilton,Rare Books,£7.79
The Kindness of Strangers: The Autobiography,by Kate Adie,Rare Books,£5.39
The Pilgrimage to Canterbury,by Henry Fearon,Rare Books,£9.29
"The Blue and the Gray: Vol. II, The Story of the Civil War as Told by Participants",by Henry Steele Commager (Ed.),Rare Books,£7.79
Bi-centenary Number: Fry's Works Magazine 1728-1928,by W. F Pearce,Rare Books,£9.29
Sir John Simon,by Roberts Bechhofer,Rare Books,£10.39
The Land Of The Lapps,by Gunnar Rnn,Rare Books,£14.59
Gran's Gang,by Adrian Townsend,Rare Books,£4.29
Len's Notes,by Michael Ettinger,Rare Books,£5.29
The Case of the Open Drawer,by Luke Allan,Rare Books,£29.29
Wilfred Rhodes: Professional and Gentleman,by Sidney Rogerson,Rare Books,£11.59
The New York Spy,by Alan Rinzler (ed.),Rare Books,£17.89
Television and Terror: Conflicting Times and the Crisis of News Discourse,"by Andrew Hoskins, Ben O'Loughlin",Rare Books,£24.79
Ultra-fine Structure of Coals & Cokes,by Unstated,Rare Books,£9.89
Moods of Tennis,by Various s,Rare Books,£17.79
Jane Eyre,by Charlotte Bronte,Rare Books,£7.89
The Education Of A Navy: The Development Of British Naval Strategic Thought 1867-1914,by D. M. Schurman,Rare Books,£17.79
5000 Years of Glass-Making,by Jaroslav R. Vavra,Rare Books,£21.49
T.E.Lawrence,by Vyvyan Richards,Rare Books,£11.39
Rubaiyat of Omar Khayyam,by E. Fitzgerald,Rare Books,£20.99
Springboard Poems 1941-1944,by Louis Macneice,Rare Books,£14.79
Practical Organic Chemistry,by Julius B. Cohen,Rare Books,£17.49
In 70 Days: The Story of the Japanese Campaign in British Malaya,by Edwin Maurice Glover,Rare Books,£20.99
"Lays of Ancient Rome, with Ivry and the Armada",by Lord Macaulay,Rare Books,£11.69
Spitfire - The Story of a Famous Fighter,by Bruce Robertson,Rare Books,£17.99
Harry at School: A Story for Boys,by Emilia Marryat,Rare Books,£9.39
There's An Answer Somewhere,by Marcus Knight and L.S. Hawkes,Rare Books,£35.99
Tocqueville in America,by Wilson Pierson George,Rare Books,£13.99
Lob Lie-By-The-Fire And Other Tales,by Juliana Horatia Ewing,Rare Books,£9.99
The Wise Men from the West,by Vincent Cronin,Rare Books,£9.99
Her Privates We,by Frederic Manning,Rare Books,£7.99
"Magnets, Bulbs and Batteries (A Ladybird Junior Science Book)",by F.E. Newing,Rare Books,£11.39
The Castle On The Cliff,by Kathleen M. Macleod,Rare Books,£11.39
Manden Der Reddede London,by George Martelli,Rare Books,£11.99
East India Adventure,by Wilson MacArthur,Rare Books,£9.99
The Clocks,by Agatha Christie,Rare Books,£6.39
Satan In The Suburbs And Other Stories,by Betrand Russell,Rare Books,£8.39
The Second World War: Volume V - Closing the Ring,by Winston S. Churchill,Rare Books,£9.99
Barfield's Blazer & Other School Stories,by W. E. Cule,Rare Books,£9.99
Through England On Horseback in the Eighteenth Century,by W.B.FitzGerald,Rare Books,£13.09
A Pictorial Guide to the Lakeland Fells: The Southern Fells,by A.Wainwright,Rare Books,£9.39
Max: The Story of a Little Black Bear,by Mabelle Halleck St. Clair,Rare Books,£53.49
The Mystery of The Missing Necklace,by Enid Blyton,Rare Books,£6.39
Hoyle Up-to-date The Official Rules Of Card Games,by Ewart Kempson Et Al.,Rare Books,£9.99
Don Quixote,by Miguel de Cervantes,Rare Books,£13.99
"House of Dent, 1888-1938",by Unstated,Rare Books,£22.79
Veterans Of The Road: The History Of Veteran Cars And The Veteran Car Club Of Great Britain,"by Elizabeth Nagle, Dennis Field",Rare Books,£16.99
The Poetical Works of William Cowper,by Eva Hope,Rare Books,£32.99
The Theatre of the Absurd,by Martin Esslin,Rare Books,£11.99
Lorenzo dei Medici and Renaissance Italy,by Cecilia M.Ady,Rare Books,£9.99
Ten Years Of Motors And Motor Racing; 1896-1906.,by Charles Jarrott,Rare Books,£26.99
"Half Hours With Natural History In Two Parts: Birds, Reptiles And Insects",by Edric Vredenburg and Rose Yeatman Woolf,Rare Books,£16.79
Barnston's Big Year,by Michael Poole,Rare Books,£19.99
"Letters, Sentences & Maxims",by Lord Chesterfield,Rare Books,£11.99
The Lyric Age Of Greece,by A. R Burn,Rare Books,£20.09
Barchester Towers,by Anthony Trollope,Rare Books,£11.99
The Poetical Works,by Percy Bysshe Shelley,Rare Books,£20.29
On The Beach,by Nevil Shute,Rare Books,£19.99
The Complete Poetical Works of Lord Byron,by Lord Byron,Rare Books,£30.99
The Stars Look Down,by A. J. Cronin,Rare Books,£11.99
The School in Our Village,by Joan M.Goldman,Rare Books,£11.89
The Love Child,by Philippa Carr,Rare Books,£21.09
Celebrated Crimes,by Alexandre Dumas,Rare Books,£13.39
Anna of the Five Towns,by Arnold Bennett,Rare Books,£7.39
"Art Now, An Introduction To The Theory Of Modern Painting And Sculpture",by Herbert Read,Rare Books,£15.99
"Nottingham University College, A Record of its History...",by B.S. Townroe,Rare Books,£19.59
Brother to the Ox,by Fred Kitchen,Rare Books,£8.99
The Answers of Jesus to Job,by G. Campbell Morgan,Rare Books,£17.39
Moranthology,by Caitlin Moran,Rare Books,£9.99
Into the Wind,by J. C. W. Reith,Rare Books,£15.59
A Forest of Eyes,by Victor Canning,Rare Books,£16.99
Memory Harbour: Essays Chiefly in Description,by Filson Young,Rare Books,£11.99
Festival at Farbridge,by J. B. Priestley,Rare Books,£11.99
Rainbow Garden,by Patricia M. St. John,Rare Books,£9.99
A Cat In The Window (Four Square Books),by Derek Tangye,Rare Books,£7.39
The Complete Works of William Shakespeare,by W. J. Craig (ed.),Rare Books,£14.09
The Day on Fire,by James Ramsey Ullman,Rare Books,£72.99
Jesuit Year Book 1967,,Rare Books,£11.39
More's Millennium: Being The Utopia Of Thomas More,by Valerian Paget,Rare Books,£9.99
A Treatise on the Fundamental Principles of Violin Playing,by Leopold Mozart,Rare Books,£60.99
Tonitza,by Tonitza Corneliu Baba (Preface),Rare Books,£25.69
Lennie: The Autobiography of Lennie Lawrence,by Lennie Lawrence,Rare Books,£12.99
Ulster Covenant Jubilee Souvenir 1912-1962,by Ulster Covenant Jubilee Committee,Rare Books,£15.09
Eulen-Spiegeleien,by Eckart Hachfeld,Rare Books,£9.39
Sketches in London,by James Grant,Rare Books,£11.99
Centenary at Jalna,by Mazo de la Roche,Rare Books,£9.99
Caruso,by T.R.Ybarra,Rare Books,£12.29
Vie de Boheme,by Henry Murger,Rare Books,£18.99
Thomas and Matthew Arnold and Their Influence on English Education,by Sir Joshua Fitch,Rare Books,£11.99
Princples of Accounts,by H. F. Hemstock,Rare Books,£21.99
Let Stalk Strine: A Lexicon of Modern Strine Usage,by Afferbeck Lauder,Rare Books,£19.49
Ulster Covenant Jubilee Souvenir 1912-1962,by Ulster Covenant Jubilee Committee,Rare Books,£15.09
A History of the English-Speaking Peoples - Vol. III The Age of Revolution,by Winston S. Churchill,Rare Books,£9.99
Wuthering Heights & Agnes Grey,by Emily Bronte & Anne Bronte,Rare Books,£13.19
Cosmo Gordon Lang,by J. G. Lockhart,Rare Books,£26.49
"A New Handbook to Norway. With Map of Norway; Street Plans of Oslo, Bergen, Stavanger and Trondhjem, and Six District Maps",,Rare Books,£9.99
Wuthering Heights,by Emily Bronte,Rare Books,£11.99
A Shropshire Lad,by A. E. Housman,Rare Books,£11.39
Chronicles of Avonlea,by L. M. Montgomery,Rare Books,£9.99
He Leadeth Me,by V. Raymond Edman,Rare Books,£25.99
Britain at Work. A Pictorial Description of our National Industries,by Various,Rare Books,£21.39
A History Of The Book Of Common Prayer With A Rational Of Its Offices,by Francis Procter,Rare Books,£11.99
Josiah Hunslet's Reward,by E. N. Hoare,Rare Books,£19.99
Shakespeare's Life and World,by Kbioatherine Dunccan-Jones,Rare Books,£11.99
Between the Lines,by Burford Delannoy,Rare Books,£12.19
Pianoforte Tutor,by Alfred E.Roland,Rare Books,£14.39
Tales Of Old Time,by Unstated,Rare Books,£9.39
Thesaurus Of English Words And Phrases,by Robert A. Dutch,Rare Books,£12.59
Winning Ways: How Companies Create the Products We All Want to Buy,by James Pilditch,Rare Books,£16.99
The Day-Book of John Stuart Blackie,by Archibald Stodart-Walker (ed.),Rare Books,£20.89
"The Survey of London, 1603",by John Stow,Rare Books,£68.49
Engineers of the World,by Idrisyn Oliver Evans,Rare Books,£22.89
Dear Dory: Journal of a Soon-to-be First-time Dad,by Tom Kreffer,Rare Books,£11.99
Tournament Bridge for Everyone,by Ewart Kempson & Albert Benjamin,Rare Books,£13.69
Recipes of the 1940's,by Irene Veal,Rare Books,£38.49
The Ladybird Book of Garden Flowers,by Brian Vesey-Fitzgerald,Rare Books,£9.39
Glamorgan,by J. H. Morgan,Rare Books,£9.39
"Shakespearean Tragedy; Lectures on Hamlet, Othello, King Lear, Macbeth",by A. C. Bradley,Rare Books,£31.39
The Girls of Beechcroft School,by May Wynne,Rare Books,£9.99
The Fingerprint - A Miss Silver Mystery,by Patricia Wentworth,Rare Books,£21.59
"The Stones of Venice, Volume the Second: The Sea-Stories",by John Ruskin,Rare Books,£26.99
The Wind in the Willows,by Kenneth Grahame,Rare Books,£9.99
The Haunted and the Haunters,by Lord Lytton,Rare Books,£17.99
Six Feet Four,by Jackson Gregory,Rare Books,£11.99
The Greyhound Stud Book: Volume LXXXVII,by Thomas H. Ball,Rare Books,£18.29
Goldfinger (X238),by Ian Fleming,Rare Books,£6.39
Things Seen In The Channel Islands,by Clive Holland,Rare Books,£9.99
The Crest Of The Wave,by Uffa Fox,Rare Books,£11.99
The Setons,by O.Douglas,Rare Books,£14.19
The Key,by Junichiro Tanizaki,Rare Books,£20.99
Little Novels of Italy,by Maurice Hewlett,Rare Books,£9.99
"Portrait Of A Publisher: And The First Hundred Years Of The House Of Appleton, 1825-1025",by Grant Martin Overton,Rare Books,£9.39
A Day in Fairy Land,by Sigrid Rahmas,Rare Books,£90.99
The Far East,by Frank Elias,Rare Books,£30.99
"Breviarium Romanum, Pars Autumnalis",by Unstated,Rare Books,£50.99
A History of Esthetics.,"by Katharine Everett Gilbert, Helmut Kuhn.",Rare Books,£16.99
Mushrooms & Toadstools - Collins Guide,by Morten Lange,Rare Books,£16.99
"The Tower of London, Volume II",by W. Harrison Ainsworth,Rare Books,£16.99
